\begin_header 
This null pure water data file is used when simulating a non immersed in water medium using the 
measured IOP option. This way, Hydro Light will add null IOP's when addind the water contribution to
 the scattering and absorption. See section 2.7 of HydroLight technical documentation.
wavelen[nm]  aref[1/m]  PsiT[(1/m)/deg C] PsiS[(1/m)/ppt] 
\end_header
   200.0	0.00e+00	0.00e+00	0.00e+00
   205.0	0.00e+00	0.00e+00	0.00e+00
   210.0	0.00e+00	0.00e+00	0.00e+00
   215.0	0.00e+00	0.00e+00	0.00e+00
   220.0	0.00e+00	0.00e+00	0.00e+00
   225.0	0.00e+00	0.00e+00	0.00e+00
   230.0	0.00e+00	0.00e+00	0.00e+00
   235.0	0.00e+00	0.00e+00	0.00e+00
   240.0	0.00e+00	0.00e+00	0.00e+00
   245.0	0.00e+00	0.00e+00	0.00e+00
   250.0	0.00e+00	0.00e+00	0.00e+00
   255.0	0.00e+00	0.00e+00	0.00e+00
   260.0	0.00e+00	0.00e+00	0.00e+00
   265.0	0.00e+00	0.00e+00	0.00e+00
   270.0	0.00e+00	0.00e+00	0.00e+00
   275.0	0.00e+00	0.00e+00	0.00e+00
   280.0	0.00e+00	0.00e+00	0.00e+00
   285.0	0.00e+00	0.00e+00	0.00e+00
   290.0	0.00e+00	0.00e+00	0.00e+00
   295.0	0.00e+00	0.00e+00	0.00e+00
   300.0	0.00e+00	0.00e+00	0.00e+00
   305.0	0.00e+00	0.00e+00	0.00e+00
   310.0	0.00e+00	0.00e+00	0.00e+00
   315.0	0.00e+00	0.00e+00	0.00e+00
   320.0	0.00e+00	0.00e+00	0.00e+00
   325.0	0.00e+00	0.00e+00	0.00e+00
   330.0	0.00e+00	0.00e+00	0.00e+00
   335.0	0.00e+00	0.00e+00	0.00e+00
   340.0	0.00e+00	0.00e+00	0.00e+00
   345.0	0.00e+00	0.00e+00	0.00e+00
   350.0	0.00e+00	0.00e+00	0.00e+00
   355.0	0.00e+00	0.00e+00	0.00e+00
   360.0	0.00e+00	0.00e+00	0.00e+00
   365.0	0.00e+00	0.00e+00	0.00e+00
   370.0	0.00e+00	0.00e+00	0.00e+00
   375.0	0.00e+00	0.00e+00	0.00e+00
   380.0	0.00e+00	0.00e+00	0.00e+00
   385.0	0.00e+00	0.00e+00	0.00e+00
   390.0	0.00e+00	0.00e+00	0.00e+00
   395.0	0.00e+00	0.00e+00	0.00e+00
   400.0	0.00e+00	0.00e+00	0.00e+00
   405.0	0.00e+00	0.00e+00	0.00e+00
   410.0	0.00e+00	0.00e+00	0.00e+00
   415.0	0.00e+00	0.00e+00	0.00e+00
   420.0	0.00e+00	0.00e+00	0.00e+00
   425.0	0.00e+00	0.00e+00	0.00e+00
   430.0	0.00e+00	0.00e+00	0.00e+00
   435.0	0.00e+00	0.00e+00	0.00e+00
   440.0	0.00e+00	0.00e+00	0.00e+00
   445.0	0.00e+00	0.00e+00	0.00e+00
   450.0	0.00e+00	0.00e+00	0.00e+00
